sample	haplotype	contig	length
NA20503	haplotype1	NA20503#1#CM102466.1	106733574
NA20503	haplotype1	NA20503#1#CM102467.1	101849822
NA20503	haplotype1	NA20503#1#JBKOQS010000010.1	94625975
NA20503	haplotype1	NA20503#1#CM102468.1	86466407
NA20503	haplotype1	NA20503#1#CM102469.1	83267015
NA20503	haplotype1	NA20503#1#CM102470.1	81461873
NA20503	haplotype1	NA20503#1#CM102471.1	66137710
NA20503	haplotype1	NA20503#1#JBKOQS010000002.1	59849791
NA20503	haplotype1	NA20503#1#JBKOQS010000026.1	44978648
NA20503	haplotype1	NA20503#1#JBKOQS010000012.1	39012033
NA20503	haplotype1	NA20503#1#JBKOQS010000038.1	3969754
NA20503	haplotype1	NA20503#1#JBKOQS010000021.1	551232
NA20503	haplotype1	NA20503#1#JBKOQS010000014.1	474806
NA20503	haplotype1	NA20503#1#JBKOQS010000022.1	472553
NA20503	haplotype1	NA20503#1#JBKOQS010000033.1	345146
NA20503	haplotype1	NA20503#1#JBKOQS010000020.1	284332
NA20503	haplotype1	NA20503#1#JBKOQS010000018.1	239149
NA20503	haplotype1	NA20503#1#JBKOQS010000019.1	229246
NA20503	haplotype1	NA20503#1#JBKOQS010000037.1	216582
NA20503	haplotype1	NA20503#1#JBKOQS010000035.1	201081
NA20503	haplotype1	NA20503#1#JBKOQS010000034.1	166136
NA20503	haplotype1	NA20503#1#JBKOQS010000017.1	146193
NA20503	haplotype1	NA20503#1#JBKOQS010000016.1	96279
NA20503	haplotype1	NA20503#1#JBKOQS010000036.1	86181
NA20503	haplotype1	NA20503#1#JBKOQS010000015.1	86037
NA20503	haplotype2	NA20503#2#CM102472.1	251898189
NA20503	haplotype2	NA20503#2#CM102473.1	241622130
NA20503	haplotype2	NA20503#2#CM102474.1	201428026
NA20503	haplotype2	NA20503#2#JBKOQT010000015.1	191401746
NA20503	haplotype2	NA20503#2#CM102475.1	181281467
NA20503	haplotype2	NA20503#2#CM102476.1	171661370
NA20503	haplotype2	NA20503#2#CM102477.1	161973930
NA20503	haplotype2	NA20503#2#JBKOQT010000008.1	154195550
NA20503	haplotype2	NA20503#2#CM102478.1	147134665
NA20503	haplotype2	NA20503#2#CM102479.1	141141705
NA20503	haplotype2	NA20503#2#CM102480.1	134389957
NA20503	haplotype2	NA20503#2#CM102481.1	134124285
NA20503	haplotype2	NA20503#2#CM102482.1	133365132
NA20503	haplotype2	NA20503#2#JBKOQT010000007.1	103065014
NA20503	haplotype2	NA20503#2#CM102483.1	99041762
NA20503	haplotype2	NA20503#2#CM102484.1	93881788
NA20503	haplotype2	NA20503#2#CM102485.1	92082346
NA20503	haplotype2	NA20503#2#CM102486.1	85364783
NA20503	haplotype2	NA20503#2#CM102487.1	81276957
NA20503	haplotype2	NA20503#2#CM102488.1	64550511
NA20503	haplotype2	NA20503#2#JBKOQT010000002.1	60680448
NA20503	haplotype2	NA20503#2#CM102490.1	46247916
NA20503	haplotype2	NA20503#2#CM102489.1	41254966
NA20503	haplotype2	NA20503#2#JBKOQT010000038.1	3969754
NA20503	haplotype2	NA20503#2#JBKOQT010000006.1	1720732
NA20503	haplotype2	NA20503#2#JBKOQT010000039.1	480239
NA20503	haplotype2	NA20503#2#JBKOQT010000034.1	394299
NA20503	haplotype2	NA20503#2#JBKOQT010000040.1	283528
NA20503	haplotype2	NA20503#2#JBKOQT010000020.1	281061
NA20503	haplotype2	NA20503#2#JBKOQT010000036.1	240990
NA20503	haplotype2	NA20503#2#JBKOQT010000037.1	216582
NA20503	haplotype2	NA20503#2#JBKOQT010000017.1	198979
NA20503	haplotype2	NA20503#2#JBKOQT010000021.1	198663
NA20503	haplotype2	NA20503#2#JBKOQT010000035.1	177566
NA20503	haplotype2	NA20503#2#JBKOQT010000022.1	124099
NA20503	haplotype2	NA20503#2#JBKOQT010000042.1	117074
NA20503	haplotype2	NA20503#2#JBKOQT010000018.1	94459
NA20503	haplotype2	NA20503#2#JBKOQT010000019.1	90612
NA20503	haplotype2	NA20503#2#JBKOQT010000025.1	88086
NA20503	haplotype2	NA20503#2#JBKOQT010000041.1	87808
NA20503	haplotype2	NA20503#2#JBKOQT010000023.1	67936
NA20503	haplotype2	NA20503#2#JBKOQT010000024.1	67931
NA20503	haplotype2	NA20503#2#JBKOQT010000043.1	16570
NA20762	haplotype1	NA20762#1#CM102509.1	251468677
NA20762	haplotype1	NA20762#1#JBKOQW010000026.1	242682198
NA20762	haplotype1	NA20762#1#JBKOQW010000014.1	202111705
NA20762	haplotype1	NA20762#1#CM102510.1	191518782
NA20762	haplotype1	NA20762#1#CM102511.1	183012650
NA20762	haplotype1	NA20762#1#CM102512.1	171085958
NA20762	haplotype1	NA20762#1#CM102513.1	158658858
NA20762	haplotype1	NA20762#1#CM102514.1	145027085
NA20762	haplotype1	NA20762#1#CM102515.1	136580576
NA20762	haplotype1	NA20762#1#CM102517.1	134730260
NA20762	haplotype1	NA20762#1#CM102516.1	134011582
NA20762	haplotype1	NA20762#1#CM102518.1	133332873
NA20762	haplotype1	NA20762#1#JBKOQW010000003.1	103298887
NA20762	haplotype1	NA20762#1#CM102519.1	101663075
NA20762	haplotype1	NA20762#1#JBKOQW010000007.1	97889324
NA20762	haplotype1	NA20762#1#JBKOQW010000016.1	87187521
NA20762	haplotype1	NA20762#1#CM102520.1	82016395
NA20762	haplotype1	NA20762#1#CM102521.1	77683472
NA20762	haplotype1	NA20762#1#JBKOQW010000010.1	64752419
NA20762	haplotype1	NA20762#1#JBKOQW010000004.1	59261314
NA20762	haplotype1	NA20762#1#JBKOQW010000006.1	58162976
NA20762	haplotype1	NA20762#1#CM102523.1	46702361
NA20762	haplotype1	NA20762#1#CM102522.1	42352002
NA20762	haplotype1	NA20762#1#JBKOQW010000025.1	2871869
NA20762	haplotype1	NA20762#1#JBKOQW010000029.1	826963
NA20762	haplotype1	NA20762#1#JBKOQW010000032.1	543936
NA20762	haplotype1	NA20762#1#JBKOQW010000019.1	408850
NA20762	haplotype1	NA20762#1#JBKOQW010000024.1	245376
NA20762	haplotype1	NA20762#1#JBKOQW010000020.1	170448
NA20762	haplotype1	NA20762#1#JBKOQW010000022.1	122949
NA20762	haplotype1	NA20762#1#JBKOQW010000023.1	116687
NA20762	haplotype1	NA20762#1#JBKOQW010000021.1	92374
NA20762	haplotype2	NA20762#2#CM102524.1	249444791
NA20762	haplotype2	NA20762#2#CM102525.1	241578014
NA20762	haplotype2	NA20762#2#CM102526.1	201852528
NA20762	haplotype2	NA20762#2#JBKOQX010000029.1	191878621
NA20762	haplotype2	NA20762#2#CM102527.1	182646072
NA20762	haplotype2	NA20762#2#CM102528.1	175330349
NA20762	haplotype2	NA20762#2#CM102529.1	158755536
NA20762	haplotype2	NA20762#2#JBKOQX010000024.1	154558889
NA20762	haplotype2	NA20762#2#CM102530.1	145134439
NA20762	haplotype2	NA20762#2#JBKOQX010000012.1	135631512
NA20762	haplotype2	NA20762#2#CM102532.1	134667356
NA20762	haplotype2	NA20762#2#CM102533.1	133464867
NA20762	haplotype2	NA20762#2#CM102531.1	133169168
NA20762	haplotype2	NA20762#2#JBKOQX010000021.1	103406526
NA20762	haplotype2	NA20762#2#CM102534.1	100536573
NA20762	haplotype2	NA20762#2#JBKOQX010000025.1	94172217
NA20762	haplotype2	NA20762#2#CM102535.1	93206072
NA20762	haplotype2	NA20762#2#CM102536.1	85779403
NA20762	haplotype2	NA20762#2#CM102537.1	79618385
NA20762	haplotype2	NA20762#2#JBKOQX010000004.1	64107902
NA20762	haplotype2	NA20762#2#JBKOQX010000002.1	58989755
NA20762	haplotype2	NA20762#2#JBKOQX010000003.1	52539374
NA20762	haplotype2	NA20762#2#CM102538.1	42568278
NA20762	haplotype2	NA20762#2#JBKOQX010000030.1	1035340
NA20762	haplotype2	NA20762#2#JBKOQX010000017.1	534946
NA20762	haplotype2	NA20762#2#JBKOQX010000034.1	475373
NA20762	haplotype2	NA20762#2#JBKOQX010000016.1	392881
NA20762	haplotype2	NA20762#2#JBKOQX010000033.1	228887
NA20762	haplotype2	NA20762#2#JBKOQX010000032.1	219628
NA20762	haplotype2	NA20762#2#JBKOQX010000018.1	180567
NA20762	haplotype2	NA20762#2#JBKOQX010000031.1	161999
NA20762	haplotype2	NA20762#2#JBKOQX010000015.1	147703
NA20762	haplotype2	NA20762#2#JBKOQX010000035.1	136987
NA20762	haplotype2	NA20762#2#JBKOQX010000019.1	119659
NA20762	haplotype2	NA20762#2#JBKOQX010000014.1	113489
NA20762	haplotype2	NA20762#2#JBKOQX010000036.1	16569
NA20806	haplotype1	NA20806#1#CM102438.1	242695964
NA20806	haplotype1	NA20806#1#CM102437.1	240481784
NA20806	haplotype1	NA20806#1#CM102439.1	200922509
NA20806	haplotype1	NA20806#1#CM102440.1	194709796
NA20806	haplotype1	NA20806#1#CM102441.1	183018516
NA20806	haplotype1	NA20806#1#CM102442.1	171293096
NA20806	haplotype1	NA20806#1#CM102443.1	159679379
NA20806	haplotype1	NA20806#1#CM102444.1	147346606
NA20806	haplotype1	NA20806#1#CM102447.1	134906361
NA20806	haplotype1	NA20806#1#CM102445.1	134336885
NA20806	haplotype1	NA20806#1#CM102446.1	134036095
NA20806	haplotype1	NA20806#1#CM102448.1	133411240
NA20806	haplotype1	NA20806#1#CM102449.1	107366839
NA20806	haplotype1	NA20806#1#JBKOQU010000013.1	98626823
NA20806	haplotype1	NA20806#1#JBKOQU010000006.1	92268162
NA20806	haplotype1	NA20806#1#CM102450.1	83324081
NA20806	haplotype1	NA20806#1#CM102451.1	80508938
NA20806	haplotype1	NA20806#1#JBKOQU010000017.1	72459052
NA20806	haplotype1	NA20806#1#CM102452.1	66773100
NA20806	haplotype1	NA20806#1#JBKOQU010000025.1	60105746
NA20806	haplotype1	NA20806#1#CM102454.1	49327301
NA20806	haplotype1	NA20806#1#JBKOQU010000024.1	46360723
NA20806	haplotype1	NA20806#1#CM102453.1	42380266
NA20806	haplotype1	NA20806#1#JBKOQU010000021.1	15210734
NA20806	haplotype1	NA20806#1#JBKOQU010000016.1	2532191
NA20806	haplotype1	NA20806#1#JBKOQU010000004.1	1336982
NA20806	haplotype1	NA20806#1#JBKOQU010000015.1	1226054
NA20806	haplotype1	NA20806#1#JBKOQU010000031.1	253195
NA20806	haplotype1	NA20806#1#JBKOQU010000018.1	154097
NA20806	haplotype1	NA20806#1#JBKOQU010000029.1	144610
NA20806	haplotype1	NA20806#1#JBKOQU010000030.1	143013
NA20806	haplotype2	NA20806#2#CM102491.1	255274543
NA20806	haplotype2	NA20806#2#CM102492.1	241811978
NA20806	haplotype2	NA20806#2#CM102493.1	200509163
NA20806	haplotype2	NA20806#2#CM102494.1	192049417
NA20806	haplotype2	NA20806#2#CM102495.1	184549924
NA20806	haplotype2	NA20806#2#CM102496.1	174701863
NA20806	haplotype2	NA20806#2#CM102497.1	161004488
NA20806	haplotype2	NA20806#2#JBKOQV010000002.1	154960785
NA20806	haplotype2	NA20806#2#CM102498.1	146139945
NA20806	haplotype2	NA20806#2#CM102499.1	144781433
NA20806	haplotype2	NA20806#2#CM102500.1	135718575
NA20806	haplotype2	NA20806#2#JBKOQV010000023.1	135018503
NA20806	haplotype2	NA20806#2#CM102501.1	133813800
NA20806	haplotype2	NA20806#2#JBKOQV010000007.1	103204696
NA20806	haplotype2	NA20806#2#JBKOQV010000010.1	99104973
NA20806	haplotype2	NA20806#2#CM102502.1	94278872
NA20806	haplotype2	NA20806#2#CM102503.1	91915536
NA20806	haplotype2	NA20806#2#CM102504.1	83160587
NA20806	haplotype2	NA20806#2#CM102505.1	80937635
NA20806	haplotype2	NA20806#2#CM102507.1	67111264
NA20806	haplotype2	NA20806#2#CM102506.1	61725870
NA20806	haplotype2	NA20806#2#JBKOQV010000003.1	45874827
NA20806	haplotype2	NA20806#2#CM102508.1	41764839
NA20806	haplotype2	NA20806#2#JBKOQV010000024.1	6420083
NA20806	haplotype2	NA20806#2#JBKOQV010000032.1	6183334
NA20806	haplotype2	NA20806#2#JBKOQV010000020.1	4668493
NA20806	haplotype2	NA20806#2#JBKOQV010000033.1	3830996
NA20806	haplotype2	NA20806#2#JBKOQV010000013.1	229311
NA20806	haplotype2	NA20806#2#JBKOQV010000018.1	204060
NA20806	haplotype2	NA20806#2#JBKOQV010000017.1	163936
NA20806	haplotype2	NA20806#2#JBKOQV010000016.1	139691
NA20806	haplotype2	NA20806#2#JBKOQV010000014.1	113800
NA20806	haplotype2	NA20806#2#JBKOQV010000015.1	110384
NA20806	haplotype2	NA20806#2#JBKOQV010000034.1	93238
NA20806	haplotype2	NA20806#2#JBKOQV010000035.1	16570
NA20809	haplotype1	NA20809#1#CM094330.1	242128718
NA20809	haplotype1	NA20809#1#CM094331.1	184696175
NA20809	haplotype1	NA20809#1#CM094332.1	172064311
NA20809	haplotype1	NA20809#1#CM094333.1	160922542
NA20809	haplotype1	NA20809#1#CM094334.1	146861706
NA20809	haplotype1	NA20809#1#JBIRDZ010000015.1	146423856
NA20809	haplotype1	NA20809#1#JBIRDZ010000068.1	140169377
NA20809	haplotype1	NA20809#1#CM094335.1	136170970
NA20809	haplotype1	NA20809#1#JBIRDZ010000006.1	135407029
NA20809	haplotype1	NA20809#1#CM094336.1	133510924
NA20809	haplotype1	NA20809#1#JBIRDZ010000064.1	107819464
NA20809	haplotype1	NA20809#1#JBIRDZ010000008.1	99579414
NA20809	haplotype1	NA20809#1#JBIRDZ010000065.1	97073405
NA20809	haplotype1	NA20809#1#JBIRDZ010000001.1	96180299
NA20809	haplotype1	NA20809#1#JBIRDZ010000062.1	92808674
NA20809	haplotype1	NA20809#1#JBIRDZ010000007.1	88204039
NA20809	haplotype1	NA20809#1#JBIRDZ010000014.1	71040562
NA20809	haplotype1	NA20809#1#JBIRDZ010000020.1	65628384
NA20809	haplotype1	NA20809#1#JBIRDZ010000059.1	62203932
NA20809	haplotype1	NA20809#1#CM094337.1	60562189
NA20809	haplotype1	NA20809#1#JBIRDZ010000012.1	57978399
NA20809	haplotype1	NA20809#1#JBIRDZ010000013.1	53782365
NA20809	haplotype1	NA20809#1#JBIRDZ010000010.1	51838728
NA20809	haplotype1	NA20809#1#JBIRDZ010000016.1	48601663
NA20809	haplotype1	NA20809#1#JBIRDZ010000019.1	47543153
NA20809	haplotype1	NA20809#1#JBIRDZ010000073.1	38688989
NA20809	haplotype1	NA20809#1#JBIRDZ010000066.1	35574873
NA20809	haplotype1	NA20809#1#JBIRDZ010000005.1	25682551
NA20809	haplotype1	NA20809#1#JBIRDZ010000072.1	22583589
NA20809	haplotype1	NA20809#1#JBIRDZ010000017.1	19185244
NA20809	haplotype1	NA20809#1#JBIRDZ010000011.1	18589410
NA20809	haplotype1	NA20809#1#JBIRDZ010000077.1	16248852
NA20809	haplotype1	NA20809#1#JBIRDZ010000063.1	10428682
NA20809	haplotype1	NA20809#1#JBIRDZ010000079.1	6297601
NA20809	haplotype1	NA20809#1#JBIRDZ010000028.1	6286739
NA20809	haplotype1	NA20809#1#JBIRDZ010000022.1	5975806
NA20809	haplotype1	NA20809#1#JBIRDZ010000070.1	5439859
NA20809	haplotype1	NA20809#1#JBIRDZ010000071.1	4463674
NA20809	haplotype1	NA20809#1#JBIRDZ010000074.1	4101754
NA20809	haplotype1	NA20809#1#JBIRDZ010000025.1	3720075
NA20809	haplotype1	NA20809#1#JBIRDZ010000030.1	3018829
NA20809	haplotype1	NA20809#1#JBIRDZ010000078.1	2965752
NA20809	haplotype1	NA20809#1#JBIRDZ010000024.1	2938875
NA20809	haplotype1	NA20809#1#JBIRDZ010000075.1	2874046
NA20809	haplotype1	NA20809#1#JBIRDZ010000021.1	2832225
NA20809	haplotype1	NA20809#1#JBIRDZ010000083.1	2344338
NA20809	haplotype1	NA20809#1#JBIRDZ010000026.1	2323863
NA20809	haplotype1	NA20809#1#JBIRDZ010000023.1	1869846
NA20809	haplotype1	NA20809#1#JBIRDZ010000027.1	1778567
NA20809	haplotype1	NA20809#1#JBIRDZ010000034.1	1342444
NA20809	haplotype1	NA20809#1#JBIRDZ010000082.1	1098403
NA20809	haplotype1	NA20809#1#JBIRDZ010000029.1	856713
NA20809	haplotype1	NA20809#1#JBIRDZ010000058.1	731680
NA20809	haplotype1	NA20809#1#JBIRDZ010000084.1	653474
NA20809	haplotype1	NA20809#1#JBIRDZ010000040.1	510322
NA20809	haplotype1	NA20809#1#JBIRDZ010000057.1	450528
NA20809	haplotype1	NA20809#1#JBIRDZ010000033.1	421166
NA20809	haplotype1	NA20809#1#JBIRDZ010000035.1	387683
NA20809	haplotype1	NA20809#1#JBIRDZ010000032.1	339185
NA20809	haplotype1	NA20809#1#JBIRDZ010000095.1	285655
NA20809	haplotype1	NA20809#1#JBIRDZ010000046.1	268127
NA20809	haplotype1	NA20809#1#JBIRDZ010000089.1	260331
NA20809	haplotype1	NA20809#1#JBIRDZ010000096.1	248357
NA20809	haplotype1	NA20809#1#JBIRDZ010000097.1	226440
NA20809	haplotype1	NA20809#1#JBIRDZ010000044.1	225310
NA20809	haplotype1	NA20809#1#JBIRDZ010000094.1	212815
NA20809	haplotype1	NA20809#1#JBIRDZ010000031.1	198863
NA20809	haplotype1	NA20809#1#JBIRDZ010000085.1	184058
NA20809	haplotype1	NA20809#1#JBIRDZ010000088.1	179873
NA20809	haplotype1	NA20809#1#JBIRDZ010000051.1	167056
NA20809	haplotype1	NA20809#1#JBIRDZ010000090.1	145602
NA20809	haplotype1	NA20809#1#JBIRDZ010000037.1	141462
NA20809	haplotype1	NA20809#1#JBIRDZ010000069.1	139982
NA20809	haplotype1	NA20809#1#JBIRDZ010000039.1	134226
NA20809	haplotype1	NA20809#1#JBIRDZ010000076.1	128447
NA20809	haplotype1	NA20809#1#JBIRDZ010000081.1	126506
NA20809	haplotype1	NA20809#1#JBIRDZ010000087.1	125537
NA20809	haplotype1	NA20809#1#JBIRDZ010000055.1	123023
NA20809	haplotype1	NA20809#1#JBIRDZ010000053.1	117997
NA20809	haplotype1	NA20809#1#JBIRDZ010000080.1	97475
NA20809	haplotype1	NA20809#1#JBIRDZ010000050.1	88877
NA20809	haplotype1	NA20809#1#JBIRDZ010000091.1	82030
NA20809	haplotype1	NA20809#1#JBIRDZ010000048.1	81100
NA20809	haplotype1	NA20809#1#JBIRDZ010000056.1	80965
NA20809	haplotype1	NA20809#1#JBIRDZ010000098.1	78161
NA20809	haplotype1	NA20809#1#JBIRDZ010000049.1	74011
NA20809	haplotype1	NA20809#1#JBIRDZ010000036.1	72774
NA20809	haplotype1	NA20809#1#JBIRDZ010000045.1	70432
NA20809	haplotype1	NA20809#1#JBIRDZ010000054.1	70413
NA20809	haplotype1	NA20809#1#JBIRDZ010000086.1	69840
NA20809	haplotype1	NA20809#1#JBIRDZ010000092.1	69455
NA20809	haplotype1	NA20809#1#JBIRDZ010000100.1	66401
NA20809	haplotype1	NA20809#1#JBIRDZ010000042.1	65277
NA20809	haplotype1	NA20809#1#JBIRDZ010000052.1	64881
NA20809	haplotype1	NA20809#1#JBIRDZ010000101.1	63665
NA20809	haplotype1	NA20809#1#JBIRDZ010000043.1	57816
NA20809	haplotype1	NA20809#1#JBIRDZ010000047.1	57682
NA20809	haplotype1	NA20809#1#JBIRDZ010000093.1	55805
NA20809	haplotype1	NA20809#1#JBIRDZ010000041.1	55537
NA20809	haplotype1	NA20809#1#JBIRDZ010000038.1	54316
NA20809	haplotype1	NA20809#1#JBIRDZ010000102.1	52202
NA20809	haplotype1	NA20809#1#JBIRDZ010000099.1	51787
NA20809	haplotype2	NA20809#2#CM094349.1	243321920
NA20809	haplotype2	NA20809#2#CM094350.1	182971133
NA20809	haplotype2	NA20809#2#CM094351.1	172144193
NA20809	haplotype2	NA20809#2#CM094352.1	160843719
NA20809	haplotype2	NA20809#2#CM094353.1	148168121
NA20809	haplotype2	NA20809#2#JBIREA010000049.1	141046022
NA20809	haplotype2	NA20809#2#JBIREA010000048.1	140241493
NA20809	haplotype2	NA20809#2#CM094354.1	135633867
NA20809	haplotype2	NA20809#2#JBIREA010000051.1	135497605
NA20809	haplotype2	NA20809#2#CM094355.1	133664368
NA20809	haplotype2	NA20809#2#JBIREA010000058.1	108438243
NA20809	haplotype2	NA20809#2#JBIREA010000057.1	99684806
NA20809	haplotype2	NA20809#2#JBIREA010000012.1	99232257
NA20809	haplotype2	NA20809#2#JBIREA010000010.1	97145756
NA20809	haplotype2	NA20809#2#JBIREA010000014.1	92610545
NA20809	haplotype2	NA20809#2#JBIREA010000003.1	85291519
NA20809	haplotype2	NA20809#2#JBIREA010000009.1	84229348
NA20809	haplotype2	NA20809#2#JBIREA010000001.1	73011499
NA20809	haplotype2	NA20809#2#CM094356.1	67155433
NA20809	haplotype2	NA20809#2#JBIREA010000060.1	61989998
NA20809	haplotype2	NA20809#2#JBIREA010000005.1	60908035
NA20809	haplotype2	NA20809#2#JBIREA010000007.1	55352900
NA20809	haplotype2	NA20809#2#JBIREA010000013.1	52941037
NA20809	haplotype2	NA20809#2#JBIREA010000056.1	51161528
NA20809	haplotype2	NA20809#2#JBIREA010000055.1	51155760
NA20809	haplotype2	NA20809#2#JBIREA010000063.1	44401706
NA20809	haplotype2	NA20809#2#JBIREA010000011.1	38954688
NA20809	haplotype2	NA20809#2#JBIREA010000054.1	35659728
NA20809	haplotype2	NA20809#2#JBIREA010000017.1	24808190
NA20809	haplotype2	NA20809#2#JBIREA010000050.1	21132127
NA20809	haplotype2	NA20809#2#JBIREA010000016.1	17718280
NA20809	haplotype2	NA20809#2#JBIREA010000064.1	17239114
NA20809	haplotype2	NA20809#2#JBIREA010000068.1	16535489
NA20809	haplotype2	NA20809#2#JBIREA010000015.1	10820844
NA20809	haplotype2	NA20809#2#JBIREA010000019.1	7723229
NA20809	haplotype2	NA20809#2#JBIREA010000072.1	4059454
NA20809	haplotype2	NA20809#2#JBIREA010000022.1	3548839
NA20809	haplotype2	NA20809#2#JBIREA010000070.1	2984458
NA20809	haplotype2	NA20809#2#JBIREA010000078.1	2631335
NA20809	haplotype2	NA20809#2#JBIREA010000073.1	2575354
NA20809	haplotype2	NA20809#2#JBIREA010000067.1	1718810
NA20809	haplotype2	NA20809#2#JBIREA010000020.1	1671920
NA20809	haplotype2	NA20809#2#JBIREA010000077.1	1578874
NA20809	haplotype2	NA20809#2#JBIREA010000082.1	1136433
NA20809	haplotype2	NA20809#2#JBIREA010000065.1	1049894
NA20809	haplotype2	NA20809#2#JBIREA010000069.1	1036112
NA20809	haplotype2	NA20809#2#JBIREA010000085.1	739020
NA20809	haplotype2	NA20809#2#JBIREA010000061.1	737749
NA20809	haplotype2	NA20809#2#JBIREA010000028.1	628954
NA20809	haplotype2	NA20809#2#JBIREA010000080.1	594483
NA20809	haplotype2	NA20809#2#JBIREA010000027.1	534967
NA20809	haplotype2	NA20809#2#JBIREA010000086.1	458373
NA20809	haplotype2	NA20809#2#JBIREA010000024.1	363429
NA20809	haplotype2	NA20809#2#JBIREA010000088.1	343179
NA20809	haplotype2	NA20809#2#JBIREA010000034.1	335571
NA20809	haplotype2	NA20809#2#JBIREA010000066.1	327166
NA20809	haplotype2	NA20809#2#JBIREA010000026.1	325881
NA20809	haplotype2	NA20809#2#JBIREA010000084.1	319297
NA20809	haplotype2	NA20809#2#JBIREA010000087.1	263401
NA20809	haplotype2	NA20809#2#JBIREA010000035.1	262754
NA20809	haplotype2	NA20809#2#JBIREA010000023.1	239021
NA20809	haplotype2	NA20809#2#JBIREA010000030.1	237755
NA20809	haplotype2	NA20809#2#JBIREA010000038.1	194204
NA20809	haplotype2	NA20809#2#JBIREA010000033.1	184636
NA20809	haplotype2	NA20809#2#JBIREA010000040.1	163280
NA20809	haplotype2	NA20809#2#JBIREA010000092.1	157687
NA20809	haplotype2	NA20809#2#JBIREA010000074.1	147987
NA20809	haplotype2	NA20809#2#JBIREA010000079.1	146856
NA20809	haplotype2	NA20809#2#JBIREA010000076.1	144592
NA20809	haplotype2	NA20809#2#JBIREA010000062.1	139982
NA20809	haplotype2	NA20809#2#JBIREA010000021.1	136782
NA20809	haplotype2	NA20809#2#JBIREA010000100.1	136616
NA20809	haplotype2	NA20809#2#JBIREA010000093.1	123484
NA20809	haplotype2	NA20809#2#JBIREA010000036.1	119581
NA20809	haplotype2	NA20809#2#JBIREA010000089.1	112692
NA20809	haplotype2	NA20809#2#JBIREA010000075.1	107036
NA20809	haplotype2	NA20809#2#JBIREA010000094.1	100656
NA20809	haplotype2	NA20809#2#JBIREA010000025.1	86941
NA20809	haplotype2	NA20809#2#JBIREA010000042.1	86103
NA20809	haplotype2	NA20809#2#JBIREA010000029.1	80363
NA20809	haplotype2	NA20809#2#JBIREA010000101.1	79016
NA20809	haplotype2	NA20809#2#JBIREA010000090.1	77155
NA20809	haplotype2	NA20809#2#JBIREA010000031.1	75842
NA20809	haplotype2	NA20809#2#JBIREA010000041.1	75113
NA20809	haplotype2	NA20809#2#JBIREA010000096.1	74166
NA20809	haplotype2	NA20809#2#JBIREA010000039.1	72299
NA20809	haplotype2	NA20809#2#JBIREA010000083.1	69854
NA20809	haplotype2	NA20809#2#JBIREA010000098.1	69652
NA20809	haplotype2	NA20809#2#JBIREA010000097.1	64669
NA20809	haplotype2	NA20809#2#JBIREA010000044.1	63733
NA20809	haplotype2	NA20809#2#JBIREA010000032.1	63065
NA20809	haplotype2	NA20809#2#JBIREA010000099.1	62428
NA20809	haplotype2	NA20809#2#JBIREA010000095.1	61746
NA20809	haplotype2	NA20809#2#JBIREA010000043.1	61687
NA20809	haplotype2	NA20809#2#JBIREA010000102.1	60733
NA20809	haplotype2	NA20809#2#JBIREA010000071.1	59463
NA20809	haplotype2	NA20809#2#JBIREA010000091.1	58752
NA20809	haplotype2	NA20809#2#JBIREA010000046.1	57767
NA20809	haplotype2	NA20809#2#JBIREA010000047.1	57542
NA20809	haplotype2	NA20809#2#JBIREA010000037.1	54873
NA20809	haplotype2	NA20809#2#JBIREA010000103.1	54039
NA20809	haplotype2	NA20809#2#JBIREA010000081.1	53834
NA20809	haplotype2	NA20809#2#JBIREA010000045.1	50192
NA20809	haplotype2	NA20809#2#JBIREA010000104.1	16569
NA20827	haplotype1	NA20827#1#CM102539.1	253194210
NA20827	haplotype1	NA20827#1#CM102540.1	241576052
NA20827	haplotype1	NA20827#1#CM102541.1	200911365
NA20827	haplotype1	NA20827#1#CM102542.1	192738019
NA20827	haplotype1	NA20827#1#CM102543.1	184176201
NA20827	haplotype1	NA20827#1#CM102544.1	171166743
NA20827	haplotype1	NA20827#1#CM102545.1	159388236
NA20827	haplotype1	NA20827#1#CM102546.1	145458170
NA20827	haplotype1	NA20827#1#CM102547.1	136293629
NA20827	haplotype1	NA20827#1#CM102548.1	135732828
NA20827	haplotype1	NA20827#1#CM102549.1	134707432
NA20827	haplotype1	NA20827#1#CM102550.1	133342447
NA20827	haplotype1	NA20827#1#CM102551.1	105602915
NA20827	haplotype1	NA20827#1#JBKOQY010000027.1	98849742
NA20827	haplotype1	NA20827#1#CM102552.1	95081244
NA20827	haplotype1	NA20827#1#CM102553.1	94664928
NA20827	haplotype1	NA20827#1#CM102554.1	83057056
NA20827	haplotype1	NA20827#1#CM102555.1	81884515
NA20827	haplotype1	NA20827#1#CM102557.1	65767915
NA20827	haplotype1	NA20827#1#CM102556.1	63683836
NA20827	haplotype1	NA20827#1#JBKOQY010000014.1	46039828
NA20827	haplotype1	NA20827#1#CM102558.1	43079686
NA20827	haplotype1	NA20827#1#JBKOQY010000021.1	42045328
NA20827	haplotype1	NA20827#1#JBKOQY010000039.1	1523297
NA20827	haplotype1	NA20827#1#JBKOQY010000025.1	1070230
NA20827	haplotype1	NA20827#1#JBKOQY010000004.1	994658
NA20827	haplotype1	NA20827#1#JBKOQY010000030.1	942864
