sample	contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
T2T00_2	haplotype2-0000669	260008	haplotype2	chr5	246209	0	0	non_satellite
T2T00_2	unassigned-0001853	20776	unassigned	chr2	20751	0	0	non_satellite
T2T00_2	unassigned-0001812	35783	unassigned	chr18	35750	0	0	non_satellite
T2T00_2	unassigned-0001894	26923	unassigned	chr10	26774	0	0	non_satellite
T2T00_2	unassigned-0001580	51741	unassigned	chrX	51714	0	0	non_satellite
T2T00_2	haplotype1-0000391	23538	haplotype1	chr9	25550	25550	1	satellite
T2T00_2	unassigned-0001854	36786	unassigned	chr7	36750	0	0	non_satellite
T2T00_2	haplotype2-0000629	105417	haplotype2	chr19	105309	0	0	non_satellite
T2T00_2	haplotype1-0000350	34327	haplotype1	chr17	61086	61086	1	satellite
T2T00_2	unassigned-0001895	28336	unassigned	chr12	28266	0	0	non_satellite
T2T00_2	haplotype1-0000392	28740	haplotype1	chr9	28366	28366	1	satellite
T2T00_2	unassigned-0001896	136211	unassigned	chr9	136229	0	0	non_satellite
T2T00_2	unassigned-0001855	56209	unassigned	chr7	56169	0	0	non_satellite
T2T00_2	unassigned-0001581	28704	unassigned	chr5	28646	0	0	non_satellite
T2T00_2	unassigned-0001540	83165	unassigned	chr5	83138	0	0	non_satellite
T2T00_2	haplotype1-0000351	91634	haplotype1	chr17	135068	135068	1	satellite
T2T00_2	unassigned-0001814	287261	unassigned	chr1	287268	0	0	non_satellite
T2T00_2	haplotype1-0000310	313511	haplotype1	chr1	313525	313525	1	satellite
T2T00_2	unassigned-0001541	23210	unassigned	chr5	23210	0	0	non_satellite
T2T00_2	haplotype1-0000352	114480	haplotype1	chr17	76697	76697	1	satellite
T2T00_2	unassigned-0001582	66632	unassigned	chr16	66599	66599	1	satellite
T2T00_2	unassigned-0001897	34686	unassigned	chr1	34611	0	0	non_satellite
T2T00_2	unassigned-0001815	224382	unassigned	chr1	224360	0	0	non_satellite
T2T00_2	haplotype1-0000311	342534	haplotype1	chr1	342525	342525	1	satellite
T2T00_2	unassigned-0001857	28180	unassigned	chr9	28174	0	0	non_satellite
T2T00_2	unassigned-0001542	39437	unassigned	chr5	39407	0	0	non_satellite
T2T00_2	haplotype1-0000353	51514	haplotype1	chr17	84163	84163	1	satellite
T2T00_2	unassigned-0001583	35370	unassigned	chr16	70678	35339	0.5	satellite
T2T00_2	haplotype1-0000394	135057	haplotype1	chr16	135051	0	0	non_satellite
T2T00_2	unassigned-0001898	42853	unassigned	chr1	42816	0	0	non_satellite
T2T00_2	unassigned-0001816	210003	unassigned	chr1	200891	0	0	non_satellite
T2T00_2	haplotype1-0000312	85492	haplotype1	chr1	85479	85479	1	satellite
T2T00_2	haplotype1-0000395	177014	haplotype1	chr9	68719	68719	1	satellite
T2T00_2	haplotype1-0000080	70057	haplotype1	chr8	70012	0	0	non_satellite
T2T00_2	haplotype1-0000354	94199	haplotype1	chr17	63801	63801	1	satellite
T2T00_2	unassigned-0001858	43150	unassigned	chr1	43106	0	0	non_satellite
T2T00_2	unassigned-0001584	57735	unassigned	chr1	57729	0	0	non_satellite
T2T00_2	unassigned-0001817	119600	unassigned	chr1	119603	0	0	non_satellite
T2T00_2	haplotype1-0000313	374002	haplotype1	chr1	744298	372149	0.5	satellite
T2T00_2	unassigned-0001859	108353	unassigned	chrX	108353	0	0	non_satellite
T2T00_2	haplotype1-0000355	27377	haplotype1	chr9	12537	12537	1	satellite
T2T00_2	haplotype1-0000396	124888	haplotype1	chr9	33240	33240	1	satellite
T2T00_2	haplotype1-0000081	56003	haplotype1	chr8	50579	0	0	non_satellite
T2T00_2	haplotype1-0000314	251239	haplotype1	chr5	236121	0	0	non_satellite
T2T00_2	unassigned-0001544	26479	unassigned	chr16	26460	0	0	non_satellite
T2T00_2	unassigned-0001818	58821	unassigned	chr1	58743	0	0	non_satellite
T2T00_2	haplotype1-0000082	91993	haplotype1	chrX	92004	0	0	non_satellite
T2T00_2	haplotype1-0000315	541424	haplotype1	chr5	534739	0	0	non_satellite
T2T00_2	haplotype1-0000397	280461	haplotype1	chr22	3084840	280440	0.0909091	non_satellite
T2T00_2	unassigned-0001271	57159	unassigned	chr22	72750	72750	1	satellite
T2T00_2	haplotype1-0000356	49152	haplotype1	chr17	73982	73982	1	satellite
T2T00_2	unassigned-0001545	53933	unassigned	chr16	53934	0	0	non_satellite
T2T00_2	unassigned-0001230	59121	unassigned	chr15	72568	0	0	non_satellite
T2T00_2	unassigned-0001819	72488	unassigned	chr1	72409	0	0	non_satellite
T2T00_2	haplotype1-0000083	124137	haplotype1	chr6	124147	0	0	non_satellite
T2T00_2	haplotype1-0000316	55996	haplotype1	chr5	52738	0	0	non_satellite
T2T00_2	unassigned-0001231	67320	unassigned	chr3	67313	0	0	non_satellite
T2T00_2	haplotype1-0000042	2372936	haplotype1	chr21	74727861	2340501	0.0313203	non_satellite
T2T00_2	haplotype1-0000357	27761	haplotype1	chr15	27738	27738	1	satellite
T2T00_2	haplotype1-0000317	175821	haplotype1	chrX	175824	0	0	non_satellite
T2T00_2	haplotype1-0000084	166313	haplotype1	chrX	166261	0	0	non_satellite
T2T00_2	unassigned-0001547	27112	unassigned	chr3	81204	27068	0.333333	non_satellite
T2T00_2	unassigned-0001588	83202	unassigned	chr2	83197	83197	1	satellite
T2T00_2	unassigned-0001506	27722	unassigned	chr2	110908	27727	0.25	non_satellite
T2T00_2	unassigned-0001273	72128	unassigned	chr15	64538	64538	1	satellite
T2T00_2	haplotype1-0000358	199582	haplotype1	chr15	182923	182923	1	satellite
T2T00_2	unassigned-0001232	100134	unassigned	chr12	100138	0	0	non_satellite
T2T00_2	unassigned-0001507	88664	unassigned	chr9	88676	88676	1	satellite
T2T00_2	haplotype1-0000085	297528	haplotype1	chr5	347670	0	0	non_satellite
T2T00_2	unassigned-0001548	51705	unassigned	chr3	51691	0	0	non_satellite
T2T00_2	haplotype1-0000318	259446	haplotype1	chr22	648239	251007	0.387214	non_satellite
T2T00_2	unassigned-0001233	40252	unassigned	chr21	40248	40248	1	satellite
T2T00_2	haplotype1-0000044	138136	haplotype1	chr2	135412	0	0	non_satellite
T2T00_2	unassigned-0001589	78646	unassigned	chr2	78631	78631	1	satellite
T2T00_2	haplotype1-0000359	109416	haplotype1	chr17	40724	40724	1	satellite
T2T00_2	unassigned-0001508	56871	unassigned	chr9	56889	56889	1	satellite
T2T00_2	unassigned-0001549	38281	unassigned	chr5	39422	0	0	non_satellite
T2T00_2	haplotype1-0000319	58422	haplotype1	chr5	12567	12567	1	satellite
T2T00_2	haplotype1-0000086	274382	haplotype1	chr5	307593	0	0	non_satellite
T2T00_2	unassigned-0001234	48148	unassigned	chr21	240560	48112	0.2	non_satellite
T2T00_2	haplotype1-0000045	2224907	haplotype1	chr1	2038972	1465809	0.718896	satellite
T2T00_2	haplotype1-0000087	749923	haplotype1	chr9	3751230	750246	0.2	non_satellite
T2T00_2	unassigned-0001509	42426	unassigned	chr7	42422	0	0	non_satellite
T2T00_2	haplotype1-0000046	214390	haplotype1	chr4	165993	165993	1	satellite
T2T00_2	unassigned-0001277	27989	unassigned	chr9	27987	27987	1	satellite
T2T00_2	haplotype1-0000088	94155	haplotype1	chr3	94143	0	0	non_satellite
T2T00_2	unassigned-0001236	47104	unassigned	chr22	47073	47073	1	satellite
T2T00_2	haplotype1-0000047	99300	haplotype1	chr2	596676	99446	0.166667	non_satellite
T2T00_2	unassigned-0001278	59529	unassigned	chr9	59527	59527	1	satellite
T2T00_2	haplotype1-0000089	53674	haplotype1	chr21	107346	53673	0.5	satellite
T2T00_2	haplotype1-0000048	406806	haplotype1	chr2	4636569	400755	0.0864335	non_satellite
T2T00_2	unassigned-0001237	153129	unassigned	chr12	153137	0	0	non_satellite
T2T00_2	unassigned-0001279	138444	unassigned	chr9	693010	138602	0.2	non_satellite
T2T00_2	haplotype1-0000008	1103802	haplotype1	chr6	840609	840609	1	satellite
T2T00_2	unassigned-0001238	81245	unassigned	chr16	81256	81256	1	satellite
T2T00_2	haplotype1-0000049	282469	haplotype1	chr15	225729	0	0	non_satellite
T2T00_2	unassigned-0002890	39371	unassigned	chr1	39362	0	0	non_satellite
T2T00_2	unassigned-0002850	36659	unassigned	chr16	36592	0	0	non_satellite
T2T00_2	unassigned-0002851	23862	unassigned	chr8	23810	0	0	non_satellite
T2T00_2	unassigned-0002894	72406	unassigned	chr17	83823	83823	1	satellite
T2T00_2	unassigned-0002812	61182	unassigned	chr1	61201	0	0	non_satellite
T2T00_2	unassigned-0002895	43851	unassigned	chr17	55292	55292	1	satellite
T2T00_2	unassigned-0002814	161059	unassigned	chr22	353652	88413	0.25	non_satellite
T2T00_2	unassigned-0002581	24193	unassigned	chr21	24115	24115	1	satellite
T2T00_2	unassigned-0002896	28181	unassigned	chr19	28145	0	0	non_satellite
T2T00_2	unassigned-0002540	20416	unassigned	chr1	16250	0	0	non_satellite
T2T00_2	unassigned-0002541	42509	unassigned	chr21	42476	42476	1	satellite
T2T00_2	unassigned-0002815	94251	unassigned	chr14	301982	100194	0.331788	non_satellite
T2T00_2	unassigned-0002500	30134	unassigned	chr1	30105	30105	1	satellite
T2T00_2	unassigned-0002583	80642	unassigned	chr7	80609	0	0	non_satellite
T2T00_2	unassigned-0002542	45882	unassigned	chr21	91724	45862	0.5	satellite
T2T00_2	unassigned-0002501	72262	unassigned	chr19	72293	0	0	non_satellite
T2T00_2	unassigned-0002816	68557	unassigned	chr1	68543	68543	1	satellite
T2T00_2	unassigned-0002858	47755	unassigned	chrX	47767	0	0	non_satellite
T2T00_2	unassigned-0002584	70040	unassigned	chr7	69999	0	0	non_satellite
T2T00_2	unassigned-0002502	22049	unassigned	chr21	22049	22049	1	satellite
T2T00_2	unassigned-0002543	25022	unassigned	chr13	24973	0	0	non_satellite
T2T00_2	unassigned-0002817	29201	unassigned	chr1	29200	29200	1	satellite
T2T00_2	unassigned-0002859	112045	unassigned	chrX	112052	0	0	non_satellite
T2T00_2	unassigned-0002270	23256	unassigned	chr5	23275	0	0	non_satellite
T2T00_2	unassigned-0002585	36105	unassigned	chr3	36109	0	0	non_satellite
T2T00_2	unassigned-0002818	40457	unassigned	chr1	40432	40432	1	satellite
T2T00_2	unassigned-0002544	42388	unassigned	chr10	42518	0	0	non_satellite
T2T00_2	unassigned-0002586	102610	unassigned	chr7	102505	0	0	non_satellite
T2T00_2	unassigned-0002271	30146	unassigned	chr5	30146	30146	1	satellite
T2T00_2	unassigned-0002230	92699	unassigned	chr15	92484	92484	1	satellite
T2T00_2	unassigned-0002819	83553	unassigned	chr1	83495	83495	1	satellite
T2T00_2	unassigned-0002587	33213	unassigned	chrX	33229	0	0	non_satellite
T2T00_2	unassigned-0002231	63940	unassigned	chr15	63791	63791	1	satellite
T2T00_2	unassigned-0002505	32353	unassigned	chr1	32450	32450	1	satellite
T2T00_2	unassigned-0002588	67502	unassigned	chrX	67500	0	0	non_satellite
T2T00_2	unassigned-0002273	68600	unassigned	chr3	68552	0	0	non_satellite
T2T00_2	unassigned-0002506	189771	unassigned	chr21	949625	189925	0.2	non_satellite
T2T00_2	unassigned-0002274	41287	unassigned	chr3	41275	0	0	non_satellite
T2T00_2	unassigned-0002507	216465	unassigned	chr21	1084610	216922	0.2	non_satellite
T2T00_2	unassigned-0002589	58640	unassigned	chr2	58611	0	0	non_satellite
T2T00_2	unassigned-0002233	31514	unassigned	chr15	31484	31484	1	satellite
T2T00_2	unassigned-0002548	25829	unassigned	chr12	25798	0	0	non_satellite
T2T00_2	unassigned-0002275	85174	unassigned	chr3	84865	0	0	non_satellite
T2T00_2	unassigned-0002508	25414	unassigned	chr19	25390	0	0	non_satellite
T2T00_2	unassigned-0002234	40964	unassigned	chr18	40916	0	0	non_satellite
T2T00_2	unassigned-0002549	174084	unassigned	chr13	870755	174151	0.2	non_satellite
T2T00_2	unassigned-0002276	84820	unassigned	chr8	84692	0	0	non_satellite
T2T00_2	unassigned-0002235	51840	unassigned	chr18	51850	0	0	non_satellite
T2T00_2	unassigned-0002509	42945	unassigned	chr15	42972	42972	1	satellite
T2T00_2	unassigned-0002277	24070	unassigned	chr8	24069	0	0	non_satellite
T2T00_2	unassigned-0002236	33078	unassigned	chr2	33033	0	0	non_satellite
T2T00_2	unassigned-0002237	47072	unassigned	chrX	46926	0	0	non_satellite
T2T00_2	unassigned-0002278	15207	unassigned	chr2	15182	0	0	non_satellite
T2T00_2	unassigned-0002279	57372	unassigned	chr2	57343	57343	1	satellite
T2T00_2	unassigned-0002238	35710	unassigned	chr12	35654	0	0	non_satellite
T2T00_2	unassigned-0002239	30330	unassigned	chr11	30312	0	0	non_satellite
T2T00_2	unassigned-0000930	46375	unassigned	chr5	46367	0	0	non_satellite
T2T00_2	unassigned-0000971	25260	unassigned	chr13	25260	25260	1	satellite
T2T00_2	unassigned-0000931	31615	unassigned	chr8	31655	0	0	non_satellite
T2T00_2	unassigned-0000972	36579	unassigned	chr19	36517	0	0	non_satellite
T2T00_2	unassigned-0000932	79964	unassigned	chr8	79976	0	0	non_satellite
T2T00_2	unassigned-0000933	26845	unassigned	chr2	26825	26825	1	satellite
T2T00_2	unassigned-0000974	27835	unassigned	chr17	27802	0	0	non_satellite
T2T00_2	unassigned-0000934	24314	unassigned	chr22	24309	24309	1	satellite
T2T00_2	unassigned-0000975	46123	unassigned	chr1	46150	0	0	non_satellite
T2T00_2	unassigned-0000935	91421	unassigned	chr22	91427	91427	1	satellite
T2T00_2	unassigned-0000976	151139	unassigned	chr10	151231	0	0	non_satellite
T2T00_2	unassigned-0000977	122919	unassigned	chrX	122909	0	0	non_satellite
T2T00_2	unassigned-0000936	61801	unassigned	chr9	61792	61792	1	satellite
T2T00_2	unassigned-0003230	46296	unassigned	chrX	46307	46307	1	satellite
T2T00_2	unassigned-0000978	64173	unassigned	chrX	64156	0	0	non_satellite
T2T00_2	unassigned-0000937	20490	unassigned	chr9	20431	20431	1	satellite
T2T00_2	unassigned-0003231	116036	unassigned	chrX	116008	0	0	non_satellite
T2T00_2	unassigned-0000979	42090	unassigned	chrX	42066	0	0	non_satellite
T2T00_2	unassigned-0000938	102391	unassigned	chr3	102393	0	0	non_satellite
T2T00_2	unassigned-0003232	24636	unassigned	chr8	24567	0	0	non_satellite
T2T00_2	unassigned-0000939	34795	unassigned	chr3	34764	0	0	non_satellite
T2T00_2	unassigned-0003233	68071	unassigned	chrX	68034	0	0	non_satellite
T2T00_2	unassigned-0003234	72370	unassigned	chrX	72378	0	0	non_satellite
T2T00_2	unassigned-0003235	36453	unassigned	chr10	36423	0	0	non_satellite
T2T00_2	unassigned-0003236	79490	unassigned	chr2	397200	79440	0.2	non_satellite
T2T00_2	unassigned-0003237	130670	unassigned	chr14	649525	129905	0.2	non_satellite
T2T00_2	unassigned-0003238	22271	unassigned	chr16	22243	0	0	non_satellite
T2T00_2	haplotype2-0000780	123610	haplotype2	chr13	117630	117630	1	satellite
T2T00_2	haplotype2-0000781	101735	haplotype2	chr8	101768	0	0	non_satellite
T2T00_2	haplotype2-0000740	74713	haplotype2	chr13	74505	74505	1	satellite
T2T00_2	haplotype2-0000700	65277	haplotype2	chr22	65232	65232	1	satellite
T2T00_2	haplotype2-0000741	193682	haplotype2	chr11	774656	193664	0.25	non_satellite
T2T00_2	haplotype2-0000742	58502	haplotype2	chr5	58498	0	0	non_satellite
T2T00_2	haplotype2-0000783	94649	haplotype2	chr20	94574	94574	1	satellite
T2T00_2	haplotype2-0000701	248874	haplotype2	chr22	374081	238685	0.638057	satellite
T2T00_2	haplotype2-0000784	184460	haplotype2	chr8	183515	0	0	non_satellite
T2T00_2	haplotype2-0000702	266059	haplotype2	chr13	733854	389792	0.531157	satellite
T2T00_2	haplotype2-0000743	108284	haplotype2	chr10	109109	0	0	non_satellite
T2T00_2	haplotype2-0000785	268877	haplotype2	chr8	269272	0	0	non_satellite
T2T00_2	haplotype2-0000470	133890	haplotype2	chr5	133891	0	0	non_satellite
T2T00_2	haplotype2-0000744	117805	haplotype2	chr14	278328	120027	0.431243	non_satellite
T2T00_2	haplotype2-0000703	441708	haplotype2	chr14	3518816	439852	0.125	non_satellite
T2T00_2	haplotype2-0000786	295408	haplotype2	chr8	255901	255901	1	satellite
T2T00_2	haplotype2-0000471	65235	haplotype2	chr3	65201	0	0	non_satellite
T2T00_2	haplotype2-0000704	191367	haplotype2	chr15	191282	0	0	non_satellite
T2T00_2	haplotype2-0000745	392591	haplotype2	chr14	1413590	538983	0.381287	non_satellite
T2T00_2	haplotype2-0000430	1429788	haplotype2	chr12	1266302	1266302	1	satellite
T2T00_2	haplotype2-0000787	170374	haplotype2	chr8	167720	167720	1	satellite
T2T00_2	unassigned-0001930	23579	unassigned	chr5	23586	0	0	non_satellite
T2T00_2	haplotype2-0000472	31647	haplotype2	chr3	31634	0	0	non_satellite
T2T00_2	unassigned-0001971	131043	unassigned	chr20	130996	0	0	non_satellite
T2T00_2	haplotype2-0000705	71684	haplotype2	chr13	359460	71892	0.2	non_satellite
T2T00_2	haplotype2-0000746	639734	haplotype2	chr1	653951	653951	1	satellite
T2T00_2	haplotype2-0000473	388739	haplotype2	chr3	388476	0	0	non_satellite
T2T00_2	unassigned-0001931	61351	unassigned	chr15	61226	0	0	non_satellite
T2T00_2	haplotype2-0000432	969359	haplotype2	chr15	31911	31911	1	satellite
T2T00_2	haplotype2-0000706	189027	haplotype2	chr22	487528	194468	0.398886	non_satellite
T2T00_2	haplotype2-0000747	146988	haplotype2	chr22	297364	186488	0.627137	satellite
T2T00_2	unassigned-0001973	85180	unassigned	chr22	511074	85179	0.166667	non_satellite
T2T00_2	haplotype2-0000707	810181	haplotype2	chr16	809953	0	0	non_satellite
T2T00_2	haplotype2-0000474	73650	haplotype2	chr16	73681	0	0	non_satellite
T2T00_2	haplotype2-0000748	161258	haplotype2	chr14	483999	161333	0.333333	non_satellite
T2T00_2	unassigned-0001932	29390	unassigned	chr1	29787	29787	1	satellite
T2T00_2	haplotype2-0000749	166743	haplotype2	chrX	166751	0	0	non_satellite
T2T00_2	haplotype2-0000475	151423	haplotype2	chr8	150116	0	0	non_satellite
T2T00_2	unassigned-0001974	39804	unassigned	chr22	39771	39771	1	satellite
T2T00_2	haplotype2-0000708	394570	haplotype2	chr21	4340424	394584	0.0909091	non_satellite
T2T00_2	unassigned-0001933	21667	unassigned	chr16	21673	21673	1	satellite
T2T00_2	haplotype2-0000476	58558	haplotype2	chr8	58559	0	0	non_satellite
T2T00_2	unassigned-0001975	38832	unassigned	chr6	38468	0	0	non_satellite
T2T00_2	unassigned-0001660	72337	unassigned	chr5	72344	0	0	non_satellite
T2T00_2	unassigned-0001934	20250	unassigned	chr16	20252	20252	1	satellite
T2T00_2	haplotype2-0000709	745985	haplotype2	chr15	2958158	785351	0.265486	non_satellite
T2T00_2	unassigned-0001976	141340	unassigned	chr6	140923	0	0	non_satellite
T2T00_2	unassigned-0001661	40951	unassigned	chr5	40941	0	0	non_satellite
T2T00_2	unassigned-0001935	31543	unassigned	chr16	31528	31528	1	satellite
T2T00_2	haplotype2-0000477	171923	haplotype2	chr15	171588	0	0	non_satellite
T2T00_2	haplotype2-0000436	2180170	haplotype2	chr21	19226793	1780394	0.0925996	non_satellite
T2T00_2	unassigned-0001620	49710	unassigned	chr10	49697	0	0	non_satellite
T2T00_2	unassigned-0001936	27428	unassigned	chr5	27428	0	0	non_satellite
T2T00_2	haplotype2-0000437	1087639	haplotype2	chr16	371600	371600	1	satellite
T2T00_2	haplotype2-0000478	160856	haplotype2	chr15	160896	0	0	non_satellite
T2T00_2	unassigned-0001662	145224	unassigned	chr15	145033	0	0	non_satellite
T2T00_2	unassigned-0001621	21758	unassigned	chr10	21724	0	0	non_satellite
T2T00_2	unassigned-0001978	26118	unassigned	chrX	25985	0	0	non_satellite
T2T00_2	haplotype2-0000479	147570	haplotype2	chr9	143862	0	0	non_satellite
T2T00_2	unassigned-0001622	42135	unassigned	chr7	42128	0	0	non_satellite
T2T00_2	unassigned-0001937	28575	unassigned	chr16	28582	28582	1	satellite
T2T00_2	haplotype2-0000438	4622090	haplotype2	chr16	3794529	3794529	1	satellite
T2T00_2	unassigned-0001663	41791	unassigned	chr16	41811	0	0	non_satellite
T2T00_2	unassigned-0001979	66787	unassigned	chrX	66712	0	0	non_satellite
T2T00_2	unassigned-0001938	95210	unassigned	chr6	95174	0	0	non_satellite
T2T00_2	unassigned-0001390	181455	unassigned	chr2	897290	179458	0.2	non_satellite
T2T00_2	unassigned-0001623	41588	unassigned	chr19	41591	0	0	non_satellite
T2T00_2	unassigned-0001664	22926	unassigned	chr15	22893	0	0	non_satellite
T2T00_2	haplotype1-0000160	351270	haplotype1	chr12	347251	347251	1	satellite
T2T00_2	haplotype1-0000120	17588	haplotype1	chr5	17520	0	0	non_satellite
T2T00_2	haplotype1-0000161	245908	haplotype1	chr21	1221290	244258	0.2	non_satellite
T2T00_2	unassigned-0001391	154661	unassigned	chr2	878496	146416	0.166667	non_satellite
T2T00_2	unassigned-0001624	69648	unassigned	chr11	69638	69638	1	satellite
T2T00_2	unassigned-0001310	120422	unassigned	chrX	120450	0	0	non_satellite
T2T00_2	unassigned-0001666	43883	unassigned	chr9	43874	43874	1	satellite
T2T00_2	haplotype1-0000121	109754	haplotype1	chr7	109750	0	0	non_satellite
T2T00_2	haplotype1-0000162	321189	haplotype1	chr21	1914198	319033	0.166667	non_satellite
T2T00_2	unassigned-0001392	60058	unassigned	chr2	180141	60047	0.333333	non_satellite
T2T00_2	unassigned-0001351	53557	unassigned	chr14	53537	0	0	non_satellite
T2T00_2	unassigned-0001625	44173	unassigned	chr11	44160	44160	1	satellite
T2T00_2	unassigned-0001311	225841	unassigned	chrX	225869	0	0	non_satellite
T2T00_2	unassigned-0001667	23303	unassigned	chr9	23270	23270	1	satellite
T2T00_2	haplotype1-0000122	93967	haplotype1	chr7	93997	0	0	non_satellite
